indice_origen,id_cancion,particion
77261,4F3thQX8OVHkquqoDk8yAU,entrenamiento
77262,3CK5nDmST2vWnlp5ijkjVK,entrenamiento
77263,5fEwEW1fpZm8ov1ZQ5wfu5,entrenamiento
77264,1BGDqvx0jOfSW1JCSDL9q1,entrenamiento
77265,7rRus1tQw1WnLHDpxDJ1SC,entrenamiento
77266,2oXJFYMQZKRU3CdWHV2fHN,entrenamiento
77267,3uJIDivRY7u1rsvZ5bltKw,entrenamiento
77268,4Liu0i6zxks3JFsO2m6i5i,entrenamiento
77269,7HO0JkNNzQdH8smlodJtaH,entrenamiento
77270,5OA7hefkKNCxb1qJ8UA2xR,prueba
77271,5I9tzjdiRmgQLbC4SQ9747,prueba
77272,0mUO5CsbbROn7HR2cZ4XZ3,entrenamiento
77273,0jyk4jjgm4j1gUqMg4Z7Tw,prueba
77274,188hS38eydh94oO6rjiB81,entrenamiento
77275,6z4sXhw2LBur5DL4RsOi66,entrenamiento
77276,4MJm8JudMDPBqZgP69rE78,entrenamiento
77277,7koBwNqGeWdyEA7KvtpQVL,prueba
77278,6P4Fygz8vmiGXHBI8uu3Ts,entrenamiento
77279,3gOo8cslnlPn39TbaS4ht1,entrenamiento
77280,3BTENyrDLwuNPjJs7eARNQ,entrenamiento
77281,2ntnl4PoH1elW5ulW9XhHO,entrenamiento
77282,2HxKNgDtFGJMd4BSGRNn9V,entrenamiento
77283,02GG5bTZ0y37P1qqdtGut4,entrenamiento
77284,3TfHKaSjz2SnAzIMFbdmWj,entrenamiento
77285,6sldJVkOdJBjxDk9tde1Zf,entrenamiento
77286,6Gu4lDpaSV3QvSUkJnZDG2,prueba
77287,5KvL86yNdiJKzSAagXqlyp,entrenamiento
77288,0prr6bXHmFqmLyRJgbUVK7,entrenamiento
77289,03kadiWfqWgnmjlDEhfN8k,entrenamiento
77290,7KEN7S7Tg4BXgghYZcinS9,entrenamiento
77291,4YNUTHwpjZrUzPWWLqzRWd,entrenamiento
77292,19xCyaXBkWUkzn4vNIOVzH,entrenamiento
77293,3ITKjAINIrsm72X8YUHDGH,entrenamiento
77294,5gSAZ1CWR5xy1xL8Nz4oJ6,entrenamiento
77295,2cynkyn1tRlilsW1yUWv6P,entrenamiento
77296,3g9HTGAC5dUTY1wtGlN9Yw,entrenamiento
77297,5cqNZQH1Q98h8RmOnpBrnI,entrenamiento
77298,3mhM15Y7CH8QbcAkl4DC9E,entrenamiento
77299,68IM1CzYx1ss90EstdELgK,entrenamiento
77300,5TdRicOJHcenXBX6yeGuDY,entrenamiento
77301,5OSpHOjCFDWRY67fJFZ1ZQ,entrenamiento
77302,4nzYO2gblduWhKhjmVZk1O,prueba
77303,2t7CRo3p7wm4UHnLrPyDPS,entrenamiento
77304,6RkVmGUAM1X6ExtX4BWVJQ,entrenamiento
77305,5Atu5RifngF0smJggQ6Tdr,entrenamiento
77306,76ZC8FmndUulOTiVX9HTVS,prueba
77307,0XseaL742wA9oi2B0bO5rB,entrenamiento
77308,32TvsJTuBVTGcvx059g0hJ,entrenamiento
77309,0LAztf40276x1QkIUnYjxo,entrenamiento
77310,3Io3ylpWaOwCCuWUqZVCYm,entrenamiento
77311,1cQWPpfdWpCQtkhjT6vUTn,entrenamiento
77312,6TXr7qoJvRWk9DxzgFdh1c,entrenamiento
77313,7N0Py2msno86enR6JPNlpV,entrenamiento
77314,4TsiMwbfsAuJuBSw3Aj9O3,entrenamiento
77315,0Pg5lYYzwkhioVLUpAFzTX,prueba
77316,4xXdQBMlwphSnCl5thfXFK,prueba
77317,2XktWIXA94NJJnjlOoXY4C,entrenamiento
77318,1cw2CLeQlhYbJmSbi2lxxD,entrenamiento
77319,6EDk5ZNnAbOrSbgcHhDHJZ,entrenamiento
77320,2WapKcY8pMF3peBzZKw90S,entrenamiento
77321,63efSBKSZJWb6JTDpM6Ype,entrenamiento
77322,7vav52wybfFAbnblqmj13P,entrenamiento
77323,174S4zGFfw7tCzXni3x4qm,entrenamiento
77324,0PlwRvd3tAr4RiweyIh7Et,prueba
77325,19M38Fav2W72NSRdelF9ER,entrenamiento
77326,1ogT9sE0IgZPe8YAMnwNrI,entrenamiento
77327,5liFuISRjhAXKj3md0D4IF,entrenamiento
77328,22qzLnVq7so9wQK0bxWc6v,entrenamiento
77329,33h15eYK2f46t4iObrPTpx,entrenamiento
77330,2WGoZV4Rc2TKT0CY8LAdtW,entrenamiento
77331,0dYtzrUFzNDfYFlVjQcbRR,entrenamiento
77332,1skCyWx9tqrvlSsFj0MKJR,prueba
77333,0NfSzNHMPFebUH2hcBXCmQ,entrenamiento
77334,1935jwwJJGGEb3oBuCGSwA,prueba
77335,1PcN0gHacCg5uuvQC7lZva,entrenamiento
77336,6kLC6dq44QyIlHGdVM6Lb7,entrenamiento
77337,0Wh7ZGEk2xvWOpBWwDoyg5,prueba
77338,7ddbfbzyO03TKQGazsRKKI,prueba
77339,55JRVOuDZzBrBwHecObTUb,entrenamiento
77340,3PhGdcfFpdfliGQ2ceSMSB,prueba
77341,3txRBqJxlMlIDsuKq6YK8g,prueba
77342,1S41TutUxila14qrjZhhIB,entrenamiento
77343,4fn9KNxfaHhvZ8QPImU6q7,entrenamiento
77344,4KKgREGyXwROu1Fz6Eps5U,entrenamiento
77345,5JpyE359EeMFUxMNlitKqq,entrenamiento
77346,0yRvriGKbxXnFSMlULVczB,entrenamiento
77347,3fhpJdRlxGG8VIaZGFcnxu,entrenamiento
77348,6Q4no26EaF80ttkI9HEWME,entrenamiento
77349,3etb6ZWTT5iGGXOFLLJS3Z,entrenamiento
77350,6kCDp3zpRoUnmyujZBKbjK,entrenamiento
77351,6YJIXLfsDa9sR5iTmlCkoX,prueba
77352,642WSldBQqArHKbhjJeKad,prueba
77353,3ZzyOu6skjfcHIj78NOoMF,prueba
77354,7ch58HVDTPKKTUvI4xO9QX,entrenamiento
77355,3WYEZgK2Ux2Qvm3HK96cDG,entrenamiento
77356,162NlD4lTeZK5Ti7FGH4RE,entrenamiento
77357,72XGgPcXU20bYIFECI4EtO,entrenamiento
77358,0Fn9RYGP5W7t5EeUAjghVK,entrenamiento
77359,7f5Wzdn5wbak2jBlBU2kyX,entrenamiento
77360,7mGM85r9ObS1UsZF9bVaS8,prueba
77361,5l8JsOiMSzp9akynqBGDf2,entrenamiento
77362,6NOo9OLa1TKwdJhMbnwDU1,entrenamiento
77363,6LMgEQFU7A3QajE3U5WA27,entrenamiento
77364,6QlxhWfDUd1X2MfpBphBke,entrenamiento
77365,0Umz81swGCCwxFYv0wQDyC,prueba
77366,55CoMnQ1b9o0uk6CjkxO03,entrenamiento
77367,714ug9mVeoNOY1tjOYRj7y,prueba
77368,0Y2v82GQsomVCqnfWpRSg5,prueba
77369,5x2STIzWAYohcaKuxohIGa,entrenamiento
77370,3m9SxYFORsHS5SbQCUrl50,entrenamiento
77371,50S4uvYOSGW1avFYGClLCO,entrenamiento
77372,49h9lUseWMnzyU0W8E40mP,entrenamiento
77373,1dw0ODOSDAl7frlBCwyAX2,prueba
77374,6H54drvgw7vRa3jwBXthwO,prueba
77375,491wIDZNOChYOrX0QYig9z,prueba
77376,0G3PPOWMMPwBJIEH7Udnsu,entrenamiento
77377,7ollbgEJRZI1rbNP5GlpVs,entrenamiento
77378,4NnOO55WYLj3LZJF3rVr2c,prueba
77379,2dtxhbW7r08fF0oWrhDBpq,entrenamiento
77380,61XyXIWZFWh2zdRBAqVrrE,entrenamiento
77381,6xlUpJZdh5ogzxJ36tYPGV,entrenamiento
77382,4Zj78Sz461BM6sd9JH7c1M,entrenamiento
77383,0TdVVky1bm2HnamYfkk8X7,entrenamiento
77384,5ccsZWf2YhhxSZjmi5FdIw,entrenamiento
77385,4OGG0Z1ccgXKXsKxlUeB8g,prueba
77386,5SdxVprk6IfnXDWKgOAABv,prueba
77387,0wS00I7lIeVpkToChXAbfL,entrenamiento
77388,2G1NkbB4TJj6GlMd6CrwvZ,entrenamiento
77389,588nvLslNmjeDEDzOkwe8t,entrenamiento
77390,0572KbbV9g5j56X5ujG8Ax,entrenamiento
77391,006rHBBNLJMpQs8fRC2GDe,entrenamiento
77392,1RzmhT1dTsuS2DYSK863uB,entrenamiento
77393,0l8D7yGRuHt9myGZtMThiZ,entrenamiento
77394,5dCsHs5nynTHGdua0raMRR,entrenamiento
77395,70VR5PujCWbTnjQ8LXalUx,entrenamiento
77396,2QFzn5NXgtqssepxJjmJYP,prueba
77397,5Q1fqIi57sHMKThqF1gsmO,entrenamiento
77398,5J8tRwwg8r3rBRBGxeGtgX,entrenamiento
77399,1KO8qC9PQwMCEpO0IcQFtB,entrenamiento
77400,3FkeNbs9Zeiqkr3WkbOiGp,entrenamiento
77401,5vMVoATz4nfaWVxKJeLv7U,entrenamiento
77402,35hcTbiin6rMydWixorzN5,entrenamiento
77403,5u6578TR44btpshMPX4A9T,entrenamiento
77404,4HDhnw6qYZNlQqLttbHHEa,entrenamiento
77405,1HA0PaewxBicH1c3PCLQLe,prueba
77406,5r0joYZubrPxZtOn4a7PRc,entrenamiento
77407,73WpXYXqQFUuSkIul0VzSI,entrenamiento
77408,0eNVcVJt6lcmMWnqj5neGF,entrenamiento
77409,5njxP9WGjvDKHOad9rxmpv,entrenamiento
77410,5HuNRvirtnUnYwH8BI1f2G,entrenamiento
77411,3regz8YOLRKDdZotDYSELQ,entrenamiento
77412,4SSpiR3Dmuc34bqJqbufom,prueba
77413,1SzB9WTPve0QUaRRChWppZ,entrenamiento
77414,2fkVehr2ZC9tEI2EpeOIOT,prueba
77415,4iwDUy9a2dKXkiuHa7jHXq,entrenamiento
77416,1sWTcRWqKCxTJyPKhMjKOC,entrenamiento
77417,4z4iE2OaciIUGA8MMnNLGM,entrenamiento
77418,3gNhPpKri5wFDD3LbBp2LG,entrenamiento
77419,0SAfziCT0lBo13Q7Rb4kqQ,entrenamiento
77420,4A877aMx7nMPWcZtJdqApk,entrenamiento
77421,2SD34xlDVD005M3Y0OgQiX,prueba
77422,0gIVnzZiTO3E78RrK1OUFK,prueba
77423,3I9XPssjbTREm27iiJOwyJ,entrenamiento
77424,1lAVCaEi47Fy5zwyxndYn4,entrenamiento
77425,7LQ1ZZlbxJN0HePXKEyy0R,entrenamiento
77426,2qb2AHvY6rYg5IdOPBzW42,entrenamiento
77427,2g1NkntVbpgKlKcIa6O7K9,entrenamiento
77428,7L8el2whAetFXY6Zs2dph2,entrenamiento
77429,4YckULhyFIhDWxybxFl2gC,entrenamiento
77430,7vyNpyHgzn7GzeGQfGx6sa,entrenamiento
77431,7qQTPCHqRx0RQCbEyqjHz4,entrenamiento
77432,0BokBQTPRsjfIt8TreLzu9,entrenamiento
77433,4V5CtLwgkqTQQ1r24eqQhl,entrenamiento
77434,7y6vnVnkRzcxUZMdoCaksh,entrenamiento
77435,5YRbulSfqr7x2pYsY3CKjc,prueba
77436,5LTwjTZjxnpAe0o0h5RgY0,entrenamiento
77437,2vTVfHkVRjxahWBUTrXl26,entrenamiento
77438,2rQUkdMGz5kvc9l9zt2bdb,entrenamiento
77439,5eHjJV0VCEf8fLUSHC1Ecw,entrenamiento
77440,0Yotveqn4dHS0JfFg6sdEM,entrenamiento
77441,6HZwjuXaYe8fTzwE5SBAgO,entrenamiento
77442,6n5JD9ic7OyaKZn45d5ypf,entrenamiento
77443,4KnnqhdNTtDruXonB0OY9d,entrenamiento
77444,05uEelCxZhQjzYNgAntl45,entrenamiento
77445,2ZPtYWD1yn0Yvkh3qfD6aR,entrenamiento
77446,3NQ9kBo6RYwjr867eDOENU,entrenamiento
77447,3N19DHdnNdImlbQJlnN7gv,entrenamiento
77448,7Mk2oRfRIbt0SetSvDZSmi,entrenamiento
77449,0cK8SRiAOF34J27QknLhZ9,entrenamiento
77450,74nUOLSuEMWeQ9emYfvjCJ,prueba
77451,0YP9RUlhsYw7MdM5wV89Bp,entrenamiento
77452,1SvUSJhtOvvH97nyZuhRn3,entrenamiento
77453,4WTmBnnduy36OSAFTR727r,entrenamiento
77454,2rRPRlVICj1TKXqPYDKNRU,prueba
77455,5U1YywsTR6AKpsgHtd3qQF,entrenamiento
77456,3GLpIUWDgAecg0LCHz1r0m,entrenamiento
77457,0UBgbxwL6ZHjR7F6fjFpBI,entrenamiento
77458,6BndIL6HOShcBcPkuDPYZq,entrenamiento
77459,442miKMZeCDsXyfBjnVjSv,entrenamiento
77460,27LGUeJrvtpwU1Bu6LDDJ4,entrenamiento
77461,0N3S2ZjYNqe5r8CBJdZzh3,entrenamiento
77462,6D0G3ssorLK8xodMwRgtWQ,entrenamiento
77463,1DAtvGhEuPUonbUdKEKDyO,entrenamiento
77464,65QmcUwiTvzgVQuSCO1kLi,prueba
77465,2XRKLrQk5XD4jnC7bAtRLh,entrenamiento
77466,1p9QeElhrm8kj0CrklTisb,entrenamiento
77467,7o8mnlsmeJtCtOet7O0r0b,entrenamiento
77468,01Y6Ty0YJVGXWiJOK4zi0q,prueba
77469,5ETNlnJxYB2LTeMhbbRtud,entrenamiento
77470,3WCnEnWRnegfWA0070rmIR,entrenamiento
77471,5TMJGT7hFDEvvXxUuTAwMD,entrenamiento
77472,1KYrhFEG2XJgtd40D9czhb,prueba
77473,1f0W7YIdWXuJ70ZU6j5VBA,prueba
77474,7duImz5gjYHHDmzg4OajLZ,entrenamiento
77475,1H8kpF4JkCIjm731DrWWjb,entrenamiento
77476,0A9aR3bi2QeiU016NjnzEO,prueba
77477,1dbE3R1z3sLkB41IpnAGuc,entrenamiento
77478,31OaWaEvdbiGFh7kzMORAL,entrenamiento
77479,65IjEAkQgHUIicxDS6BevW,entrenamiento
77480,49BfJjMs40ki2rIRX4IbN3,entrenamiento
77481,6VnNCf7lFTaEnjcxHOu4dS,entrenamiento
77482,3WIUibyKwN7hgyjS4THUG0,entrenamiento
77483,1G0z8l6A0dinLBPhsY7TWN,prueba
77484,3nvWvHRoqCGsfGLApJtS5M,entrenamiento
77485,2TCLmwZhE8SYHiLvIacdqI,prueba
77486,5mknP7gfMV7qKmP6hieXhW,entrenamiento
77487,5xdz5mGaYOgvCBENCogTqU,entrenamiento
77488,50Cl4dqxTHHVtSLexG2hoV,entrenamiento
77489,11mKQqLP9ad7vNeP1OWoHn,entrenamiento
77490,0RkiZkoUlVUF56VW3rWWGf,entrenamiento
77491,5gaaYjMifOCZX72OtAuP8H,prueba
77492,3VaClcl6i2GpQktLxsLpjG,prueba
77493,3PpW8wtylTjANy9OHm8k53,prueba
77494,2F9vsy9OHerbj5OtSgtg2q,prueba
77495,2NByK0vldvPCzOlzHE4BCT,entrenamiento
77496,3A6iJKSDmkfHkj3ukvBKM5,entrenamiento
77497,5ZGtYS56Yu63XlzC98QmMn,entrenamiento
77498,6IEltCmWkF4hOWrL1tCWAh,entrenamiento
77499,45LAadCsBXb7AMEFPajwC9,entrenamiento
77500,63UoADn3f4l6Ie9adk5su9,entrenamiento
77501,18GyOllB82uQAy7C03p5i8,prueba
77502,1WZURmQffvq3e3gjtqSA9E,prueba
77503,2eo3SFdWW5c0jadbj79MJR,entrenamiento
77504,6liKLBAIOXGFuKONLG3PIs,prueba
77505,3bSnXuCoMpWKCR5jO5gGTL,entrenamiento
77506,6CtNhAbI35jsI1BFlwhXwd,entrenamiento
77507,0bNo9xPetAFAw0sL1rpIuu,entrenamiento
77508,7CzZpoMj9c6MNU4UzEExzk,prueba
77509,4x846NsuIJW6tSxXgL7EWc,entrenamiento
77510,0JIpgkcqm1feTTVpWARQTe,entrenamiento
77511,0wB1eCxnExMtSMoqmQ0NAr,entrenamiento
77512,4yJ0w4kj79TiKyg0klsxC6,prueba
77513,4JrGSwpT4RqDOsS6sE4zbn,entrenamiento
77514,070U1s7NM1AACDESNieIeS,entrenamiento
77515,7AgDKs2scZ2aGbRW7Usd1o,prueba
77516,1zvyI9J6txBmH8Z1rXf96i,entrenamiento
77517,0LaMdOyhj7HYsfJnP9KlsN,entrenamiento
77518,7lVCNk7lDX6zZUShe7cFfI,prueba
77519,0sStekTxG98Iyxfko7jzAC,prueba
77520,6vUbvOE2bM2GwlnfGIVbwy,entrenamiento
77521,0bMhnnw1SbmpGUWs8gzuIv,entrenamiento
77522,5jWlcGpLaRs4Rd8JXrm4xE,entrenamiento
77523,0zmrF4iO4zaaJKQ06Yb6GO,entrenamiento
77524,4xzYXvgKLkX8YRgw8kuvvZ,prueba
77525,01Tmt6u5mTUS2oCF0Vx9tp,entrenamiento
77526,6BuXqQbTSZK9PdYHAftQZd,entrenamiento
77527,5OKmnlBQhekcgbvP7w9Oh1,entrenamiento
77528,3zuTDXx7BwgzwaXsZE0WJh,prueba
77529,3VV3wZQRliZskw3EhQhIuG,entrenamiento
77530,2Rlsfa7YK4ZyJYTVVmlca3,entrenamiento
77531,6hHfq3vGfgZtBHUwmH7Lry,prueba
77532,3CBOvR0mJYZF1uq8vyjj3y,entrenamiento
77533,5XuD9QXndz4OtgkyPZ78QM,prueba
77534,7403W5ylwNjRRUm8aIUNHR,entrenamiento
77535,3Qy7Bd6cl21kzyAaxng4TX,prueba
77536,67lruROcgkaIkopDBohfTe,entrenamiento
77537,1nWoKo5XJ3OZhIxwr3nhgI,entrenamiento
77538,4ECRvILHYBxVbIGs9pdsl7,prueba
77539,6KgMF6urbWlh433VY7Yvzb,entrenamiento
77540,6fbCGwvj2V5JXYFovauhUr,entrenamiento
77541,6Ivonvam7I5PohoC1V2v3X,entrenamiento
77542,2TWFcqzZ6KEUAYie7wEF1f,entrenamiento
77543,6Tc8R0K7nUd0GhHFhbCiLr,entrenamiento
77544,70bPj2TrEILRHMzgGvmb6U,entrenamiento
77545,0IcTSf8jMvxnSNRJc384Gs,prueba
77546,2eI1OQTaBJFwmQEEYfy9OU,prueba
77547,0GVEA5SgKnss0hlWtBicE1,prueba
77548,32nTxX2a1W6jmSJNUm2hlV,entrenamiento
77549,1ovGrAOhKgGYpNTkNKkkH3,entrenamiento
77550,03LGYIMOhrLkuhI3CC5qcp,entrenamiento
77551,5ERy3qFaMBMoupgnvKhD8y,entrenamiento
77552,2WwNvrW6o7z3N6yipgre6R,prueba
77553,1NYSHp2LRCmXDvYbfZ0KhS,entrenamiento
77554,71PdTCwMDgnmvd8JNOiW8x,prueba
77555,0DJchPBeSXKleRis3gDANA,entrenamiento
77556,5TVScjEe5fJgCldcNQFwPT,prueba
77557,6wxA0qL1H72IMbqCgdkK6R,entrenamiento
77558,1KUeuVNpqR9KNtLugqqieD,entrenamiento
77559,5DgTJpZB8OEqjAmfZZJQsE,entrenamiento
77560,4CO4nwMFXFBM1ALifQ77i8,entrenamiento
77561,3echn0fY7i42dlil9U35TR,entrenamiento
77562,24x5oInzj9hnzyronG3gdS,entrenamiento
77563,7vVqv4EPyBjTuuE5ZtHJkK,entrenamiento
77564,61uEZFWooCAzm7p3Jp9cvR,prueba
77565,0k6PIVrFbazACVsQqYl0tZ,entrenamiento
77566,0JAx3n3DcBBR8HoX5nagPr,entrenamiento
77567,4oweCKNeJoLEp3qpcLz0OC,entrenamiento
77568,6Q6c35I06abXcqCZD2b1eT,prueba
77569,0QmJSvcKBUsthT3qSjaxC9,entrenamiento
77570,5rwxsve9u0nXcc10EbCLE4,entrenamiento
77571,5fTZEl1XxMWwTvCDiqMmNr,entrenamiento
77572,4QiICeDwmIMW3w8edx3zqh,entrenamiento
77573,4q3FCy1LpkERlvZ6wTscLe,entrenamiento
77574,6DuJzDbnQxVLbOv1Y1Ix9N,prueba
77575,2byP8UgGdW8TLQkqB26Vi6,entrenamiento
77576,6VP8cYLycLdBB2tKOPLDUB,entrenamiento
77577,2F5I3TlH6JPMrwmcqxkuvF,entrenamiento
77578,3wREisWcvPJj6rSQdh44Tr,entrenamiento
77579,7gip0LcKJuuS4pfg7Ya8gD,entrenamiento
77580,109AZuGAl3xtTgxwbonnEb,entrenamiento
77581,7HI8ZRHRk2TmE7Bra38rKf,entrenamiento
77582,4srqAeqDREIpII6xAjZTFh,prueba
77583,40VLfyflL7bJh2e3lNvV9f,entrenamiento
77584,13n2H7IIDPs0w0NkFOWBwf,entrenamiento
77585,4vtSrQhuel5pwCmpWTbADd,entrenamiento
77586,1JISGjYOQoiJe6xc7CWnQo,entrenamiento
77587,5BrWiBVIvZrhyx6ZKrfp3l,entrenamiento
77588,0xTEw9lich6mVMTQztXh1m,entrenamiento
77589,6mSDD3nBMVP0ZwJoLakFYo,entrenamiento
77590,2oIrma6U2fSP0ifjnVM3Dy,entrenamiento
77591,1LJL5g2ixCpyP1CvcwTWOW,entrenamiento
77592,3Lru8nq1cKxP9wlZyJXC4o,entrenamiento
77593,5qpHJzOUFE2VZXFOs0x15l,entrenamiento
77594,3uP8LsuLFxTIJYZAhWUWGs,entrenamiento
77595,2PYMEHAGYp28l3t0iBYglI,entrenamiento
77596,2CHvfsyZM8Be7p0vDsE0zd,entrenamiento
77597,4YTBEbDjLlrqwmErETYTRS,entrenamiento
77598,6oZl1p4ZcVdqzJsOY3My4P,entrenamiento
77599,3yfRDsK74hvMIBLR1VX3nO,entrenamiento
77600,5rRi4RW8F99U24EAS2Cdte,entrenamiento
77601,6KkAL46I43zqQEK2LNH0pJ,entrenamiento
77602,3TnVzwHRytGd8Va9jn6Yhs,entrenamiento
77603,0A0XSMfYMijiMSOOsmFbJp,entrenamiento
77604,6Pbve0TrBzMtFYxbgxDWBQ,entrenamiento
77605,7B0M1TwwKTb4AldiTOpF0S,entrenamiento
77606,2psZoO64a0RDL0iRYVTq1D,entrenamiento
77607,79GgWm5EjKgv2GkgoYqSr6,prueba
77608,6JY3LsNKQzJZN2ukF8ij0j,prueba
77609,7x3EVCXx9KyrC3LKxOYrkY,prueba
77610,15h7rPV1mcTkxguXZ1u4w7,entrenamiento
77611,6aI0ILvU32mY1L2u4sFzNU,entrenamiento
77612,6KA7FCvp8hWUSm4GbP5kEI,prueba
77613,2Adxhhh75pla69DOMdeqV3,prueba
77614,7qgriF5S6LAbi44rl80boS,entrenamiento
77615,0EPP4wnQKrOsQ5k0vcg2Bz,entrenamiento
77616,57g8YWAbS8dxuTqViBVsfg,prueba
77617,0V4cvwRNP3GsKDHJKDIwK7,entrenamiento
77618,0zqMk2ZBeTV2WTSblQkqDw,prueba
77619,6rbkRZKovJISNCd5cZtOMP,entrenamiento
77620,5WJbVZG1MpTfa3ovs37T8o,entrenamiento
77621,203aXyqAezc3UUeg8OWhqV,entrenamiento
77622,1ZT9oHCbcijYtU2Yn55DCf,entrenamiento
77623,5jKX5OYH3KaeE1lWrBrumm,entrenamiento
77624,32HxSoFhdUfMaZ80dBpPuF,entrenamiento
77625,6dlaRHrKIA1v1jBB7wE4VP,entrenamiento
77626,5P8INbk864e7LllQ1HxgSn,entrenamiento
77627,3MADBbqQFspWXZrTytVLfO,entrenamiento
77628,4ZzclKQUie16JxLK9n3gpf,entrenamiento
77629,53vCJd2x4fnk1o3ikb65GA,entrenamiento
77630,0B8RjYdoUs8APZHvDXoM6T,entrenamiento
77631,1oTEZlKtKk2JzRMg600ORk,prueba
77632,5vJfgrUz8nwQ1Hbhmkr1zG,entrenamiento
77633,5yipV06AwR3IZW7NdeYbYn,entrenamiento
77634,5tVHxJYgU208JgL9YgFnQE,entrenamiento
77635,4pOYZ7wg7OaSu35iAwbuDU,entrenamiento
77636,4CYQUeKtH5nAKUfLrePjEL,entrenamiento
77637,0Urt7qiCvbK3MXTGWhN0SE,entrenamiento
77638,5f4MsZTbXUMt8b5N6ndMhQ,entrenamiento
77639,1m1H95WBClrt9286hxVryw,entrenamiento
77640,5neqOlgqFnrKlWOZiRK5Tq,entrenamiento
77641,5rb8HIKvD76gUIeanI3bqG,entrenamiento
77642,2tFltPmM99c66qjgsFUtA9,prueba
77643,4iW4MrGO9UEqshklHLwZRh,entrenamiento
77644,59D6U4erIjSUoUrXM82edy,entrenamiento
77645,2U3O6FoCkZtY1cbOZEuRP3,prueba
77646,5GEcWFcHIcZ1xwB9uzZmf0,entrenamiento
77647,6kqHbJE6KbGlFPcNUE4kpI,entrenamiento
77648,2MUnZZI8n9nFIIFcgiT7Bk,entrenamiento
77649,6EDXKAUD4cYjdaAHya93Dg,prueba
77650,3Prv2dX7VpspG77ibZS2ot,entrenamiento
77651,7tYr70UusZfip6gFlVdyTz,entrenamiento
77652,00Rptyyrh7YXjPwjd7SAsV,entrenamiento
77653,5njuCdIG7iBDiBGtzsmnHA,entrenamiento
77654,70rMquxehq2J59PXgWxNNs,entrenamiento
77655,0YLGVyCF5sTE116lnGYSB8,entrenamiento
77656,0jTodyOxIvQ2cJj0ZLnGKi,entrenamiento
77657,17zYYHdsOE7Z9XVQJEiaHd,entrenamiento
77658,4Iza3iQfmkWrY1dVEa51Sv,prueba
77659,4ZuJKSF9NsbxV42I7E1iK6,prueba
77660,0HifRAxIjuvd7XBJEviQOK,entrenamiento
77661,0kFF0HaN1ckkdil7jUC7GA,entrenamiento
77662,21tnGnFKxIdS3ySTtfOhcM,entrenamiento
77663,0jBhutwtzHTN6QXFIRueMx,prueba
77664,22YA37z8UlBZ8qAywxuH2l,entrenamiento
77665,1iWdGA4dkmnB44OoE8FXsS,entrenamiento
77666,59EohlfMvYOO1aVm8F91ZR,entrenamiento
77667,7CloN9RzNDRx9anfJOzvRB,entrenamiento
77668,1lg5FyqnfWZlQbRxmTr7Yb,entrenamiento
77669,6xSsrWJJsfJTbdnV0bKpPW,entrenamiento
77670,1NT60UCx5DulzPxw3OyXOb,entrenamiento
77671,2nph8SCHm3iOzchcOFlUWI,entrenamiento
77672,1LvI5DyAya6gbgMKH3Ez3M,entrenamiento
77673,5MHVMHpukPz9DfsW88Bo9f,entrenamiento
77674,7E85eQWZ2w5tBk7gitou1D,entrenamiento
77675,1QU5M6bDMIt3kyGrB7zfft,prueba
77676,4WE4gFTWYPHWOualWiVoAY,entrenamiento
77677,2oFVyvsO02nGncje46hF7E,prueba
77678,2ztyQ6LydxXd2IbvZ7FM26,entrenamiento
77679,4fMZdNFEIreAVf9SeVYoJc,entrenamiento
77680,3fdWkQ0okBP5E6vQGwbeS2,entrenamiento
77681,6ft3SONlfgxcwOMRoECNHd,entrenamiento
77682,4ftgwT1DaZAMW1iMRAmRYF,entrenamiento
77683,1dPedzqigh21ktQ4y8tBmP,entrenamiento
77684,1VI3eATJrXQPzyHYdrZUx8,entrenamiento
77685,3psECZoLnmidiY8nuVbkGV,entrenamiento
77686,777oAxPePG2C4Wdr1fH6kZ,entrenamiento
77687,5NpCzFlAPmkBErmxhQrDAJ,entrenamiento
77688,4ED2RlSE8sZPsiZh2mFdPA,entrenamiento
77689,4X223FV319HTUPzIDfuZJF,entrenamiento
77690,0BUfQImt2PxjDH6VIxSANq,entrenamiento
77691,4f3wgN1iUoNFsPX3uCQxB6,prueba
77692,0zjfHb3Au0aQIrhGKuGFe9,entrenamiento
77693,4eBBprodHvNoxSVvSjfrcg,prueba
77694,2BzMlJTBBW84GJi9XaqXFb,entrenamiento
77695,5nX3DRFATG0WVyFfQwPUVA,entrenamiento
77696,4vQ8LWUQc4j9kPlyxlBgz1,entrenamiento
77697,12EuQFAeU5ntHkc8I1AFHf,entrenamiento
77698,02uA5uThx2JTpcImbuS9wC,prueba
77699,6PRUyxcd4JDpZEZpdbRE65,prueba
77700,4bD5KtXMzS0pRPlaQ3GDCH,entrenamiento
77701,3mSdOcgajPCftRa58Snj8K,entrenamiento
77702,4hNIOawy2UGisOReAW2UGJ,entrenamiento
77703,1so46EeQYGu2ol3Jwu3JLn,prueba
77704,1yqJ3Xi70OumcNDUgVAT5p,prueba
77705,1asN0PoTPoBW2uoCHcpVzY,entrenamiento
77706,7ICuxEuvIr4BvFiRPQDY5F,entrenamiento
77707,5GvqcxZeSMhhjKfkj63xWT,entrenamiento
77708,5dqWZZQmtkuQtwbumKVdA7,entrenamiento
